,heading,href,date
2926,VIF innrømmer kunstgress-skepsis foran Strandberg-retur,https://vg.no/sport/fotball/i/ja69qA/vif-innroemmer-kunstgress-skepsis-foran-strandberg-retur,2022-08-05
2927,Jonatan Braut Brunes klar for Strømsgodset,https://vg.no/sport/fotball/i/4751Qq/jonatan-braut-brunes-klar-for-stroemsgodset,2022-08-05
2928,Idrettspsykolog om presset på Haalands skuldre: − Fallhøyden er enorm,https://vg.no/sport/fotball/i/z7d5jO/idrettspsykolog-om-presset-paa-haalands-skuldre-fallhoeyden-er-enorm,2022-08-05
2929,Slik tror vi Premier League ender: Ny nedtur for Manchester United,https://vg.no/sport/fotball/i/PoK7q7/slik-tror-vi-premier-league-ender-ny-nedtur-for-manchester-united,2022-08-05
2930,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-08-05
2931,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-08-05
2932,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-08-05
2933,Politiet om supportervolden i Bergen: – Åpenbart at de må ha avtalt dette,https://vg.no/sport/fotball/i/Qydgp8/politiet-om-supportervolden-i-bergen-aapenbart-at-de-maa-ha-avtalt-dette,2022-08-06
2934,Slik ender Bundesliga 2022/23: Like bra uten Haaland,https://vg.no/sport/fotball/i/dnx7pz/slik-ender-bundesliga-2022-23-like-bra-uten-haaland,2022-08-06
2935,Slik ender Ligue 1 2022/23: Et kjedelig tips,https://vg.no/sport/fotball/i/475OEq/slik-ender-ligue-1-2022-23-et-kjedelig-tips,2022-08-06
2936,Reagerer på supportertrend: − Skumle på en kjip måte,https://vg.no/sport/fotball/i/oWXw9m/reagerer-paa-supportertrend-skumle-paa-en-kjip-maate,2022-08-06
2937,Citys spillersalg sender signal: − Ser ikke Arsenal som en trussel,https://vg.no/sport/fotball/i/a7gmoO/citys-spillersalg-sender-signal-ser-ikke-arsenal-som-en-trussel,2022-08-06
2938,1–3-tap for Lillestrøm: − Vi gir dem noen gavepakker,https://vg.no/sport/fotball/i/qW26Lz/13-tap-for-lillestroem-vi-gir-dem-noen-gavepakker,2022-08-06
2939,Fofana-kunst da Molde fikk strålende utgangspunkt i Europa,https://vg.no/sport/fotball/i/WjQ02Q/fofana-kunst-da-molde-fikk-straalende-utgangspunkt-i-europa,2022-08-06
2940,Politiet rykket ut til fotballopptøyer i Bergen – stormet stedet med finlandshetter,https://vg.no/sport/fotball/i/5GPE4X/politiet-rykket-ut-til-fotballopptoeyer-i-bergen-stormet-stedet-med-finlandshetter,2022-08-06
2941,Ødegaard tatt på sengen av Artetas Liverpool-grep: − Ble litt sjokkert,https://vg.no/sport/fotball/i/Kzdwg4/oedegaard-tatt-paa-sengen-av-artetas-liverpool-grep-ble-litt-sjokkert,2022-08-06
2942,Fotballverden tar miljøgrep: − Et spesielt stort ansvar,https://vg.no/sport/fotball/i/pW70MW/fotballverden-tar-miljoegrep-et-spesielt-stort-ansvar,2022-08-06
2943,City-stjerne advarer Haaland: − Må bare le av det ,https://vg.no/sport/fotball/i/34rra9/city-stjerne-advarer-haaland-maa-bare-le-av-det,2022-08-06
2944,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-08-06
2945,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-08-06
2946,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-08-06
2947,Reagerer etter alvorlig skade: − Det er helt unødvendig,https://vg.no/sport/fotball/i/a754mM/reagerer-etter-alvorlig-skade-det-er-helt-unoedvendig,2022-08-07
2948,Kulusevski herjet da Tottenham fikk drømmestart på sesongen,https://vg.no/sport/fotball/i/k6AQev/kulusevski-herjet-da-tottenham-fikk-droemmestart-paa-sesongen,2022-08-07
2949,Klopp med slakt av Qatar-VM: − Jeg blir sint,https://vg.no/sport/fotball/i/8QrP5d/klopp-med-slakt-av-qatar-vm-jeg-blir-sint,2022-08-07
2950,Slik er forskjellene i andre land: Southgate tjener over 12 ganger så mye som suksesstreneren,https://vg.no/sport/fotball/i/RrJ6w8/slik-er-forskjellene-i-andre-land-southgate-tjener-over-12-ganger-saa-mye-som-suksesstreneren,2022-08-07
2951,Haaland i stort intervju: − Jeg tror jeg kan forbedre alt,https://vg.no/sport/fotball/i/KzOP96/haaland-i-stort-intervju-jeg-tror-jeg-kan-forbedre-alt,2022-08-07
2952,Politiet om supportervolden i Bergen: – Åpenbart at de må ha avtalt dette,https://vg.no/sport/fotball/i/Qydgp8/politiet-om-supportervolden-i-bergen-aapenbart-at-de-maa-ha-avtalt-dette,2022-08-07
2953,Slik ender Bundesliga 2022/23: Like bra uten Haaland,https://vg.no/sport/fotball/i/dnx7pz/slik-ender-bundesliga-2022-23-like-bra-uten-haaland,2022-08-07
2954,Slik ender Ligue 1 2022/23: Et kjedelig tips,https://vg.no/sport/fotball/i/475OEq/slik-ender-ligue-1-2022-23-et-kjedelig-tips,2022-08-07
2955,Reagerer på supportertrend: − Skumle på en kjip måte,https://vg.no/sport/fotball/i/oWXw9m/reagerer-paa-supportertrend-skumle-paa-en-kjip-maate,2022-08-07
2956,Citys spillersalg sender signal: − Ser ikke Arsenal som en trussel,https://vg.no/sport/fotball/i/a7gmoO/citys-spillersalg-sender-signal-ser-ikke-arsenal-som-en-trussel,2022-08-07
2957,1–3-tap for Lillestrøm: − Vi gir dem noen gavepakker,https://vg.no/sport/fotball/i/qW26Lz/13-tap-for-lillestroem-vi-gir-dem-noen-gavepakker,2022-08-07
2958,Fofana-kunst da Molde fikk strålende utgangspunkt i Europa,https://vg.no/sport/fotball/i/WjQ02Q/fofana-kunst-da-molde-fikk-straalende-utgangspunkt-i-europa,2022-08-07
2959,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-08-07
2960,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-08-07
2961,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-08-07
2962,Guardiola sammenligner Haalands mentalitet med Messis: − Jeg er veldig glad på hans vegne,https://vg.no/sport/fotball/i/66m5nQ/guardiola-sammenligner-haalands-mentalitet-med-messis-jeg-er-veldig-glad-paa-hans-vegne,2022-08-08
2963,Slik hylles Haaland i England: − Kommer til å skape kaos,https://vg.no/sport/fotball/i/x8G5KR/slik-hylles-haaland-i-england-kommer-til-aa-skape-kaos,2022-08-08
2964,Stengel sprudlet for Strømsgodset – motgangen fortsetter for gavmilde Sarpsborg 08,https://vg.no/sport/fotball/i/Ea3vla/stengel-sprudlet-for-stroemsgodset-motgangen-fortsetter-for-gavmilde-sarpsborg-08,2022-08-08
2965,Haaland scoret to mål i Premier League-debuten: − Stor dag for meg og familien,https://vg.no/sport/fotball/i/Xqv4BB/haaland-scoret-to-maal-i-premier-league-debuten-stor-dag-for-meg-og-familien,2022-08-08
2966,Klubblegendene: Ronaldo bør få forlate Manchester United,https://vg.no/sport/fotball/i/x8Ge8X/klubblegendene-ronaldo-boer-faa-forlate-manchester-united,2022-08-08
2967,Stortalentet blomstrer etter Knutsens grep: − Han blir et monster,https://vg.no/sport/fotball/i/nW39qx/stortalentet-blomstrer-etter-knutsens-grep-han-blir-et-monster,2022-08-08
2968,Reagerer etter alvorlig skade: − Det er helt unødvendig,https://vg.no/sport/fotball/i/a754mM/reagerer-etter-alvorlig-skade-det-er-helt-unoedvendig,2022-08-08
2969,Kulusevski herjet da Tottenham fikk drømmestart på sesongen,https://vg.no/sport/fotball/i/k6AQev/kulusevski-herjet-da-tottenham-fikk-droemmestart-paa-sesongen,2022-08-08
2970,Klopp med slakt av Qatar-VM: − Jeg blir sint,https://vg.no/sport/fotball/i/8QrP5d/klopp-med-slakt-av-qatar-vm-jeg-blir-sint,2022-08-08
2971,Slik er forskjellene i andre land: Southgate tjener over 12 ganger så mye som suksesstreneren,https://vg.no/sport/fotball/i/RrJ6w8/slik-er-forskjellene-i-andre-land-southgate-tjener-over-12-ganger-saa-mye-som-suksesstreneren,2022-08-08
2972,Haaland i stort intervju: − Jeg tror jeg kan forbedre alt,https://vg.no/sport/fotball/i/KzOP96/haaland-i-stort-intervju-jeg-tror-jeg-kan-forbedre-alt,2022-08-08
2973,Politiet om supportervolden i Bergen: – Åpenbart at de må ha avtalt dette,https://vg.no/sport/fotball/i/Qydgp8/politiet-om-supportervolden-i-bergen-aapenbart-at-de-maa-ha-avtalt-dette,2022-08-08
2974,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-08-08
2975,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-08-08
2976,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-08-08
2977,Aktor i retten: Giggs hadde «en styggere og mer uhyggelig side»,https://vg.no/sport/fotball/i/AL6XKq/aktor-i-retten-giggs-hadde-en-styggere-og-mer-uhyggelig-side,2022-08-09
2978,Christensen om interessen fra Sverige: − En mulighet jeg kunne tenkt meg,https://vg.no/sport/fotball/i/9KyXo9/christensen-om-interessen-fra-sverige-en-mulighet-jeg-kunne-tenkt-meg,2022-08-09
2979,Brann har hatt møte med politiet etter supportervold,https://vg.no/sport/fotball/i/bGyezd/brann-har-hatt-moete-med-politiet-etter-supportervold,2022-08-09
2980,Debut-kongen Haaland: − Han har en utrolig gudegave,https://vg.no/sport/fotball/i/KzOGwe/debut-kongen-haaland-han-har-en-utrolig-gudegave,2022-08-09
2981,Guardiola sammenligner Haalands mentalitet med Messis: − Jeg er veldig glad på hans vegne,https://vg.no/sport/fotball/i/66m5nQ/guardiola-sammenligner-haalands-mentalitet-med-messis-jeg-er-veldig-glad-paa-hans-vegne,2022-08-09
2982,Slik hylles Haaland i England: − Kommer til å skape kaos,https://vg.no/sport/fotball/i/x8G5KR/slik-hylles-haaland-i-england-kommer-til-aa-skape-kaos,2022-08-09
2983,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-08-09
2984,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-08-09
2985,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-08-09
2986,Dinamo Zagreb mot Bodø/Glimt i Champions League-playoff: − Veldig vanskelig å møte dem,https://vg.no/sport/fotball/i/mrXWBv/dinamo-zagreb-mot-bodoe-glimt-i-champions-league-playoff-veldig-vanskelig-aa-moete-dem,2022-08-10
2987,Bodø/Glimt til Champions League-playoff: Spår tidenes kamp på Aspmyra,https://vg.no/sport/fotball/i/g6gjlA/bodoe-glimt-til-champions-league-playoff-spaar-tidenes-kamp-paa-aspmyra,2022-08-10
2988,Glimt kan sikre 200 millioner: − Kan bli sveiseblinde av penger,https://vg.no/sport/fotball/i/ja6blA/glimt-kan-sikre-200-millioner-kan-bli-sveiseblinde-av-penger,2022-08-10
2989,Aktor i retten: Giggs hadde «en styggere og mer uhyggelig side»,https://vg.no/sport/fotball/i/AL6XKq/aktor-i-retten-giggs-hadde-en-styggere-og-mer-uhyggelig-side,2022-08-10
2990,Christensen om interessen fra Sverige: − En mulighet jeg kunne tenkt meg,https://vg.no/sport/fotball/i/9KyXo9/christensen-om-interessen-fra-sverige-en-mulighet-jeg-kunne-tenkt-meg,2022-08-10
2991,Brann har hatt møte med politiet etter supportervold,https://vg.no/sport/fotball/i/bGyezd/brann-har-hatt-moete-med-politiet-etter-supportervold,2022-08-10
2992,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-08-10
2993,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-08-10
2994,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-08-10
2995,Bizet Ildhusøy forlater PSG – går til engelsk fotball,https://vg.no/sport/fotball/i/v54JR4/bizet-ildhusoey-forlater-psg-gaar-til-engelsk-fotball,2022-08-11
2996,Mener Haaland har fremskyndet Guardiolas taktiske plan,https://vg.no/sport/fotball/i/wO7JgP/mener-haaland-har-fremskyndet-guardiolas-taktiske-plan,2022-08-11
2997,Knighton vil kjøpe Manchester United - tordner mot Glazers,https://vg.no/sport/fotball/i/dnxQVz/knighton-vil-kjoepe-manchester-united-tordner-mot-glazers,2022-08-11
2998,Dinamo Zagreb mot Bodø/Glimt i Champions League-playoff: − Veldig vanskelig å møte dem,https://vg.no/sport/fotball/i/mrXWBv/dinamo-zagreb-mot-bodoe-glimt-i-champions-league-playoff-veldig-vanskelig-aa-moete-dem,2022-08-11
2999,Bodø/Glimt til Champions League-playoff: Spår tidenes kamp på Aspmyra,https://vg.no/sport/fotball/i/g6gjlA/bodoe-glimt-til-champions-league-playoff-spaar-tidenes-kamp-paa-aspmyra,2022-08-11
3000,Glimt kan sikre 200 millioner: − Kan bli sveiseblinde av penger,https://vg.no/sport/fotball/i/ja6blA/glimt-kan-sikre-200-millioner-kan-bli-sveiseblinde-av-penger,2022-08-11
3001,Aktor i retten: Giggs hadde «en styggere og mer uhyggelig side»,https://vg.no/sport/fotball/i/AL6XKq/aktor-i-retten-giggs-hadde-en-styggere-og-mer-uhyggelig-side,2022-08-11
3002,Christensen om interessen fra Sverige: − En mulighet jeg kunne tenkt meg,https://vg.no/sport/fotball/i/9KyXo9/christensen-om-interessen-fra-sverige-en-mulighet-jeg-kunne-tenkt-meg,2022-08-11
3003,Brann har hatt møte med politiet etter supportervold,https://vg.no/sport/fotball/i/bGyezd/brann-har-hatt-moete-med-politiet-etter-supportervold,2022-08-11
3004,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-08-11
3005,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-08-11
3006,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-08-11
3007,Lillestrøm åpen om Lehne Olsen-interesse,https://vg.no/sport/fotball/i/0GMmJG/lillestroem-aapen-om-lehne-olsen-interesse,2022-08-12
3008,Lillestrøm utslått av Europa: − Det er lærdom i dette,https://vg.no/sport/fotball/i/a756bE/lillestroem-utslaatt-av-europa-det-er-laerdom-i-dette,2022-08-12
3009,Fantasy Premier League Gameweek 2: Kun ett bytte er verdt å gjøre,https://vg.no/sport/fotball/i/V9K3Vr/fantasy-premier-league-gameweek-2-kun-ett-bytte-er-verdt-aa-gjoere,2022-08-12
3010,Haaland-skulptur satt opp på Bryne: − Kjekt at det skaper debatt,https://vg.no/sport/fotball/i/7dEnl8/haaland-skulptur-satt-opp-paa-bryne-kjekt-at-det-skaper-debatt,2022-08-12
3011,Bizet Ildhusøy forlater PSG – går til engelsk fotball,https://vg.no/sport/fotball/i/v54JR4/bizet-ildhusoey-forlater-psg-gaar-til-engelsk-fotball,2022-08-12
3012,Mener Haaland har fremskyndet Guardiolas taktiske plan,https://vg.no/sport/fotball/i/wO7JgP/mener-haaland-har-fremskyndet-guardiolas-taktiske-plan,2022-08-12
3013,Knighton vil kjøpe Manchester United - tordner mot Glazers,https://vg.no/sport/fotball/i/dnxQVz/knighton-vil-kjoepe-manchester-united-tordner-mot-glazers,2022-08-12
3014,Dinamo Zagreb mot Bodø/Glimt i Champions League-playoff: − Veldig vanskelig å møte dem,https://vg.no/sport/fotball/i/mrXWBv/dinamo-zagreb-mot-bodoe-glimt-i-champions-league-playoff-veldig-vanskelig-aa-moete-dem,2022-08-12
3015,Bodø/Glimt til Champions League-playoff: Spår tidenes kamp på Aspmyra,https://vg.no/sport/fotball/i/g6gjlA/bodoe-glimt-til-champions-league-playoff-spaar-tidenes-kamp-paa-aspmyra,2022-08-12
3016,Glimt kan sikre 200 millioner: − Kan bli sveiseblinde av penger,https://vg.no/sport/fotball/i/ja6blA/glimt-kan-sikre-200-millioner-kan-bli-sveiseblinde-av-penger,2022-08-12
3017,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-08-12
3018,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-08-12
3019,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-08-12
3020,Guardiola overrasket etter Haaland-spørsmål: − Jeg ligger ikke med ham,https://vg.no/sport/fotball/i/475y4e/guardiola-overrasket-etter-haaland-spoersmaal-jeg-ligger-ikke-med-ham,2022-08-13
3021,Bekreftet: Barcelona-stjerner klare til seriestart etter kaoset,https://vg.no/sport/fotball/i/v544M4/bekreftet-barcelona-stjerner-klare-til-seriestart-etter-kaoset,2022-08-13
3022,Bodø/Glimt strålte i generalprøven: Tok sin sjette strake seier i Eliteserien,https://vg.no/sport/fotball/i/RrJJQr/bodoe-glimt-straalte-i-generalproeven-tok-sin-sjette-strake-seier-i-eliteserien,2022-08-13
3023,Guardiola ble kalt gal av Haaland - nå svarer City-manageren,https://vg.no/sport/fotball/i/AL6j3A/guardiola-ble-kalt-gal-av-haaland-naa-svarer-city-manageren,2022-08-13
3024,Slik ender LaLiga 2022/23: Jevnere kamp om serietittelen,https://vg.no/sport/fotball/i/G3orqq/slik-ender-laliga-2022-23-jevnere-kamp-om-serietittelen,2022-08-13
3025,Kritisk til Viaplays Haaland-samarbeid: − En evig utfordring,https://vg.no/sport/fotball/i/dnx65o/kritisk-til-viaplays-haaland-samarbeid-en-evig-utfordring,2022-08-13
3026,Ten Hag om Ronaldo: Kan starte mot Brentford,https://vg.no/sport/fotball/i/dnx61J/ten-hag-om-ronaldo-kan-starte-mot-brentford,2022-08-13
3027,Overgangen bekreftet: Børven gjør comeback i Vålerenga,https://vg.no/sport/fotball/i/Pok7kJ/overgangen-bekreftet-boerven-gjoer-comeback-i-vaalerenga,2022-08-13
